city,date,fare,ride_id
Lake Jonathanshire,11-04-19 21:32,22.48,3.51E+12
New Kimberlyborough,05-02-19 11:23,18.02,3.98E+12
Jerryton,23-03-19 8:27,37.89,4.28E+12
Joneschester,04-03-19 18:00,41.65,9.83E+12
Lake Jonathanshire,16-02-19 1:49,17.58,3.64E+12
Richardfort,03-01-19 1:06,5.32,3.27E+12
Deanville,29-01-19 21:11,25.39,9.62E+12
Richardfort,29-03-19 15:16,37.76,4.80E+12
Royland,23-03-19 12:21,13.7,8.51E+12
Jerryton,20-04-19 18:57,29.84,8.13E+12
Lake Jonathanshire,17-01-19 13:15,28.42,6.54E+12
Karenberg,24-04-19 12:57,34.67,7.00E+12
Joneschester,17-02-19 10:04,10.52,3.38E+12
Rogerston,27-02-19 3:58,27.4,6.54E+12
North Jason,11-01-19 5:08,19.64,6.88E+12
Reynoldsfurt,11-04-19 23:49,38.35,6.52E+12
Rogerston,26-01-19 14:42,11.13,9.12E+12
Grahamburgh,11-03-19 8:09,34.53,1.67E+12
Lake Jonathanshire,21-01-19 9:48,22.36,2.52E+12
Lake Danielberg,05-03-19 23:23,44.77,9.04E+11
Liumouth,30-01-19 8:51,22.9,2.85E+12
West Gabriel,28-01-19 22:22,5.58,8.44E+12
North Jason,24-01-19 1:46,40.15,6.72E+12
West Robert,16-03-19 16:27,42.89,3.37E+12
Huntermouth,24-01-19 17:07,42.36,2.88E+12
Karenside,17-01-19 12:18,11.6,2.90E+12
Karenberg,19-02-19 16:11,12.25,3.87E+12
Amandaburgh,29-01-19 23:28,41.06,4.30E+12
West Robert,18-02-19 11:51,44.97,3.42E+11
Pattyland,12-01-19 20:07,17.85,1.72E+12
West Robert,19-02-19 0:53,40.64,5.09E+12
Lake Jonathanshire,23-02-19 6:10,26.63,5.37E+12
Raymondhaven,31-03-19 14:58,7.67,3.68E+12
New Kimberlyborough,24-04-19 2:21,37.73,2.21E+12
North Jasmine,08-05-19 7:29,18.55,5.68E+12
Reynoldsfurt,09-02-19 17:49,21.02,6.20E+12
West Anthony,08-03-19 10:33,41.3,1.15E+12
West Christopherberg,30-01-19 8:11,16.85,7.34E+12
Erikaland,11-02-19 3:01,35.89,1.69E+12
Port Samanthamouth,02-02-19 1:57,39.28,2.67E+12
New Jacobville,30-04-19 11:44,5.6,3.98E+12
Huntermouth,27-03-19 11:50,22.64,9.54E+12
Joneschester,19-03-19 1:52,42.74,4.50E+12
Port Frank,15-01-19 7:42,30.93,8.73E+12
Leahton,03-03-19 1:24,43.44,4.29E+12
Raymondhaven,07-02-19 16:19,38.67,8.35E+12
South Latoya,22-04-19 12:29,27.54,3.39E+12
West Ericstad,04-03-19 12:31,43.98,6.43E+12
Liumouth,12-04-19 2:27,10.53,8.95E+12
Port Johnbury,25-04-19 0:15,10.26,2.98E+12
Robertport,18-04-19 6:58,24.48,4.27E+12
South Michelleport,27-04-19 11:18,27.89,3.55E+11
Grahamburgh,16-02-19 12:22,30.23,5.12E+12
Liumouth,02-04-19 16:53,25.56,9.54E+12
Grahamburgh,10-04-19 1:16,37.67,1.45E+12
Rogerston,03-02-19 21:09,4.41,1.72E+12
New Paulville,21-01-19 20:51,33.47,8.22E+12
Liumouth,28-02-19 15:20,30.3,2.08E+12
Port Frank,06-02-19 3:34,34.86,3.94E+12
Loganberg,21-02-19 18:53,36.21,8.54E+12
Karenside,21-03-19 23:26,26.69,7.73E+12
West Angela,14-04-19 12:28,39.95,7.95E+12
West Josephberg,31-01-19 13:24,38.28,4.20E+12
West Samuelburgh,22-02-19 18:15,7.13,2.72E+12
Lake Danielberg,06-02-19 19:59,30.31,3.40E+12
Johnton,31-01-19 11:17,23.36,3.67E+12
West Ericstad,21-01-19 12:14,8.07,7.51E+12
Lake Scottton,18-04-19 23:06,4.36,5.84E+12
North Jasmine,17-04-19 10:37,11.76,4.45E+12
North Jason,15-04-19 17:35,42.29,5.01E+12
North Jason,04-03-19 10:14,38.49,3.34E+12
Lake Danielberg,17-02-19 5:30,11.7,4.87E+12
Christopherfurt,04-04-19 1:11,24.47,5.72E+11
Port Johnbury,04-01-19 2:56,32.75,1.74E+12
Port Angela,04-05-19 9:50,21.62,6.30E+12
Port Frank,28-04-19 9:03,15,7.32E+12
North Barbara,08-01-19 5:21,25.84,3.51E+12
North Jason,14-04-19 19:46,8.05,7.83E+12
Barajasview,12-01-19 23:20,21.64,3.01E+12
North Jasmine,13-01-19 16:18,16.92,5.90E+12
South Karenland,25-04-19 5:20,36.71,7.09E+12
West Gabriel,20-02-19 9:30,28.13,7.47E+12
Carriemouth,25-03-19 21:25,26.4,4.29E+12
Huntermouth,17-03-19 15:43,30.31,6.91E+12
Valentineton,12-01-19 5:52,42.31,5.90E+12
East Kaylahaven,29-01-19 6:40,26.79,5.04E+12
Lake Danielberg,12-04-19 5:18,41.45,5.34E+12
West Robert,15-01-19 8:14,33.91,2.16E+12
Williamsstad,04-04-19 6:55,31.52,7.78E+11
Port David,22-04-19 23:30,30.03,7.36E+12
Karenside,03-03-19 18:15,19.19,1.72E+12
Valentineton,16-03-19 23:59,5.23,7.41E+12
New Kimberlyborough,03-04-19 3:36,43.07,5.60E+12
New Jacobville,20-04-19 5:31,13.35,9.26E+12
Joneschester,13-04-19 18:44,27.36,7.53E+12
Joneschester,20-04-19 9:40,30.12,8.97E+12
Jerryton,24-03-19 12:17,31.47,5.42E+12
Grahamburgh,03-01-19 15:37,17.61,7.88E+12
Royland,18-01-19 0:03,32.11,4.55E+12
West Robert,10-03-19 20:00,6.74,6.68E+12
Karenside,19-02-19 20:56,17.41,1.22E+12
Williamsview,18-04-19 2:07,39.79,8.75E+12
Simpsonburgh,03-03-19 8:45,7.63,4.18E+12
West Angela,07-05-19 1:03,12.35,2.05E+12
West Heidi,15-01-19 11:49,21.44,83498621902
Leahton,13-03-19 9:17,36.79,6.21E+12
Reynoldsfurt,14-02-19 11:25,39.4,9.07E+12
Christopherfurt,13-03-19 1:47,32.05,2.79E+12
Raymondhaven,20-03-19 2:20,38.53,8.66E+12
Port Johnbury,26-03-19 7:22,7.63,8.09E+12
West Gabriel,05-05-19 1:24,27.57,4.43E+12
Barronchester,27-01-19 3:08,27.79,6.65E+12
East Kentstad,07-04-19 19:44,18.75,6.58E+12
Lake Omar,17-01-19 21:33,21.71,9.67E+11
Myersshire,27-02-19 17:38,17.1,5.71E+12
West Hannah,19-04-19 1:06,37.78,2.27E+12
East Marymouth,29-03-19 8:36,37.6,6.37E+12
New Raymond,25-02-19 21:40,20.44,5.98E+12
Lake Robertside,11-01-19 20:17,46.51,6.57E+12
Josephside,30-03-19 9:45,44.74,5.59E+12
Brandonfort,14-01-19 12:35,28.02,8.10E+12
Josephside,07-02-19 6:56,31.94,3.19E+12
New Raymond,21-03-19 1:45,22.12,6.03E+12
Lewisland,14-02-19 17:38,42.31,5.80E+11
East Kentstad,22-01-19 20:43,35.01,8.75E+12
Myersshire,29-04-19 6:08,17.99,1.13E+12
Myersshire,10-01-19 6:32,45.81,7.01E+12
Lewisland,30-01-19 15:08,32.4,5.10E+12
West Hannah,22-03-19 20:18,25.86,7.62E+12
North Richardhaven,18-02-19 10:21,41.54,4.27E+12
New Olivia,29-03-19 2:52,44.12,7.72E+12
New Shannonberg,19-03-19 8:13,25.46,3.75E+11
Barronchester,05-05-19 4:03,30.38,2.28E+12
Nicolechester,09-02-19 12:26,40.83,85473064902
New Raymond,18-03-19 12:07,36.26,3.15E+12
New Raymond,03-05-19 12:23,48.56,9.50E+12
Victoriaport,21-04-19 15:21,12.13,3.31E+12
South Teresa,29-01-19 12:51,38.47,5.75E+12
North Richardhaven,07-04-19 0:32,36.32,5.01E+12
East Aaronbury,19-03-19 10:43,20.04,4.12E+12
South Teresa,23-02-19 4:35,46.02,4.62E+12
Bethanyland,01-04-19 22:04,38.71,8.22E+12
Lake Scott,10-01-19 11:08,37.96,8.13E+12
East Marymouth,16-01-19 15:44,46.2,1.18E+12
North Jeffrey,04-02-19 22:35,29.87,7.91E+12
Rodriguezview,27-03-19 19:44,49.65,8.75E+12
Bethanyland,15-03-19 19:42,37.09,6.24E+12
East Kentstad,01-05-19 17:35,39.29,1.99E+12
Myersshire,06-01-19 11:43,22.8,4.99E+11
Lake Robertside,05-03-19 11:48,29.12,4.06E+12
Sotoville,29-03-19 22:38,34.97,7.31E+12
South Brenda,28-04-19 4:21,27.86,5.86E+12
Port Shane,09-04-19 15:34,27.66,4.02E+12
Lake Omar,26-03-19 5:52,48.26,5.01E+12
Lake Robertside,30-04-19 20:45,22.26,2.02E+11
Lake Robertside,18-03-19 8:04,44.21,9.84E+12
South Brenda,21-04-19 3:08,17.8,3.50E+12
North Timothy,06-04-19 10:06,38.39,4.78E+12
Nicolechester,10-04-19 4:41,38.08,8.12E+12
Port Shane,23-04-19 16:05,42.26,8.34E+12
New Shannonberg,20-04-19 2:52,30.82,6.83E+12
Veronicaberg,19-01-19 23:24,19.28,2.35E+12
West Hannah,09-01-19 3:44,14.41,1.04E+12
Port Shane,02-03-19 12:06,14.95,2.80E+12
Nicolechester,08-03-19 19:51,16.35,1.05E+12
Victoriaport,22-04-19 12:38,16.31,6.07E+12
New Raymond,05-01-19 17:58,22.5,7.83E+12
New Shannonberg,01-02-19 4:31,34.09,8.59E+12
East Marymouth,27-04-19 5:31,36.11,8.31E+12
Williamsonville,09-01-19 23:59,48.73,6.51E+12
East Kentstad,19-04-19 21:05,22.42,1.14E+12
Victoriaport,02-02-19 19:14,25.68,9.00E+12
New Raymond,02-01-19 15:38,45.32,8.88E+12
Victoriaport,02-04-19 17:12,12.19,6.99E+12
Barronchester,25-04-19 19:11,36.13,2.66E+12
Brandonfort,08-04-19 20:02,35.64,6.11E+12
Lewishaven,19-04-19 1:08,21.92,7.11E+12
Brandonfort,22-03-19 16:17,38.66,4.75E+12
Port Shane,26-03-19 4:33,19.03,6.01E+12
East Marymouth,21-03-19 11:01,17.43,1.62E+12
New Shannonberg,15-01-19 12:26,35.34,7.45E+12
New Shannonberg,05-05-19 5:25,16.77,8.39E+12
Lake Ann,14-02-19 17:13,42.13,6.19E+12
Victoriaport,14-03-19 3:47,16.5,7.11E+12
North Richardhaven,22-01-19 14:55,18.45,2.63E+12
Rodriguezview,20-04-19 0:03,23.58,3.29E+12
Grayville,06-04-19 3:38,18.11,6.20E+12
Lake Robertside,13-01-19 18:22,28.37,5.20E+12
West Hannah,01-02-19 2:36,33.85,8.30E+12
New Olivia,05-02-19 19:25,47.15,7.74E+12
Grayville,28-04-19 11:40,43.22,6.02E+12
Port Shane,15-03-19 12:09,31.58,2.55E+12
Myersshire,26-03-19 11:33,28.71,2.18E+12
Lake Ann,30-04-19 11:42,14.56,5.47E+12
Colemanland,20-04-19 2:52,20.83,2.98E+12
West Kimmouth,04-01-19 10:24,20.69,1.69E+12
Lake Ann,06-03-19 8:49,13.61,1.26E+12
Lake Scott,29-04-19 22:08,25.75,4.96E+12
Mezachester,25-03-19 12:57,21.89,2.29E+12
Brandonfort,02-05-19 3:14,48.63,4.44E+12
Lake Scott,26-03-19 8:40,26.24,1.98E+12
Veronicaberg,24-04-19 19:16,49.45,5.88E+12
Lewisland,25-01-19 20:46,32.38,8.33E+12
Lake Scott,07-05-19 12:33,21.72,7.63E+12
East Marymouth,03-04-19 12:18,26.93,3.38E+12
Sotoville,22-04-19 1:33,46.5,7.09E+12
North Richardhaven,03-03-19 6:14,18.17,3.25E+12
New Shannonberg,09-02-19 4:01,37.52,3.11E+12
New Raymond,01-05-19 5:16,14.2,1.54E+12
Brandonfort,02-01-19 1:41,49.95,1.30E+12
Lake Scott,03-01-19 17:02,47.97,8.02E+12
Nicolechester,02-05-19 19:37,36.59,6.82E+12
East Marymouth,01-05-19 20:10,13.17,9.05E+12
Myersshire,25-01-19 5:27,35.65,3.46E+12
Nicolechester,04-03-19 3:06,27.67,1.79E+12
Davidfurt,05-01-19 13:42,31.48,1.95E+12
Josephside,12-03-19 19:25,29.47,1.70E+12
Myersshire,02-01-19 16:59,33.62,6.49E+12
Sotoville,25-01-19 6:31,24.13,7.37E+12
Veronicaberg,02-02-19 3:49,26.42,8.46E+12
Josephside,18-01-19 6:31,33.07,7.13E+12
Rodriguezview,17-02-19 14:10,22.76,2.75E+12
Lewisland,08-04-19 19:51,35.16,5.72E+12
Sotoville,23-04-19 20:31,34.87,99483095214
Davidfurt,17-01-19 17:58,28.28,6.65E+12
Mezachester,22-01-19 0:59,40.67,1.96E+12
Josephside,03-03-19 19:43,17.39,1.28E+12
Mezachester,18-03-19 2:32,40.81,9.43E+12
New Shannonberg,26-02-19 12:23,16.39,1.11E+12
East Marymouth,08-03-19 4:55,43.79,1.70E+12
South Brenda,19-01-19 0:13,44.36,6.11E+12
Colemanland,05-03-19 4:33,13.39,8.89E+12
New Shannonberg,03-05-19 21:53,34.08,1.77E+12
East Aaronbury,16-03-19 11:15,20.59,6.15E+12
East Aaronbury,27-01-19 9:53,28.56,5.98E+12
East Danielview,25-02-19 3:54,26.33,5.14E+11
Barronchester,31-03-19 6:05,44.24,1.25E+12
Mezachester,26-04-19 3:30,30.75,3.18E+12
South Teresa,02-04-19 4:02,23.78,2.96E+11
East Kentstad,24-03-19 2:53,31.53,1.91E+12
Brandonfort,19-03-19 5:49,45.52,2.01E+11
New Shannonberg,07-05-19 7:08,20.52,8.31E+12
Grayville,19-02-19 19:52,19.52,9.23E+12
South Teresa,28-03-19 4:27,17.5,9.67E+12
East Marymouth,12-03-19 10:46,38.26,5.24E+12
Lake Robertside,10-04-19 3:39,34.14,9.36E+12
Colemanland,02-03-19 2:11,36.81,1.17E+11
South Brenda,10-01-19 0:17,47.52,3.07E+12
Lewisland,28-01-19 11:38,35.6,9.37E+12
New Raymond,15-01-19 12:51,47.01,3.57E+12
North Richardhaven,01-01-19 14:52,31.15,7.19E+12
Josephside,17-04-19 5:45,32.72,6.32E+12
Nicolechester,05-04-19 1:38,19.57,1.11E+12
Veronicaberg,18-01-19 10:33,33.04,4.34E+12
Colemanland,20-02-19 4:19,43.09,8.70E+12
Lewishaven,20-04-19 3:54,21.23,8.14E+12
Mezachester,06-01-19 2:08,39.83,8.42E+12
Williamsonville,01-02-19 17:54,38.9,1.25E+12
Josephside,17-01-19 18:16,35.68,4.97E+12
New Olivia,17-04-19 19:11,30.81,1.52E+12
East Marymouth,27-01-19 12:18,43.06,6.91E+12
Lewishaven,27-04-19 2:28,14.01,6.52E+12
North Richardhaven,28-01-19 23:31,21.85,3.78E+12
New Raymond,08-03-19 17:43,34.45,8.90E+12
South Teresa,19-04-19 7:57,17.27,6.68E+12
Lake Ann,07-05-19 20:40,24.89,7.36E+12
West Kimmouth,13-01-19 20:10,19.47,6.50E+12
East Marymouth,12-04-19 6:51,33.18,9.39E+12
North Jeffrey,28-02-19 8:46,31.14,6.80E+12
Myersshire,26-01-19 11:16,49.22,1.97E+12
Williamsonville,17-01-19 1:26,28.65,6.11E+12
Victoriaport,20-01-19 17:06,38.74,1.20E+11
West Hannah,19-04-19 21:55,24.58,2.16E+12
Williamsonville,12-02-19 17:54,26.49,8.22E+12
Lake Omar,06-04-19 20:29,40.55,8.97E+12
East Marymouth,02-04-19 1:04,20,9.37E+12
Brandonfort,07-04-19 0:42,35.76,2.97E+12
Lake Ann,15-01-19 19:40,28.15,3.60E+12
Lake Robertside,23-01-19 0:24,46.83,3.57E+12
Brandonfort,06-02-19 2:32,35.41,5.05E+12
New Olivia,27-03-19 1:37,34.65,7.35E+12
Veronicaberg,08-01-19 16:01,30.66,7.84E+12
New Shannonberg,20-04-19 3:18,41.85,5.51E+12
Grayville,14-03-19 23:10,25.12,3.75E+12
South Teresa,12-03-19 5:26,23.46,8.44E+11
South Brenda,19-02-19 12:50,29.37,6.76E+11
Lewisland,07-01-19 17:32,17.57,3.77E+12
Lake Robertside,05-02-19 3:17,21.45,3.67E+12
West Hannah,18-02-19 14:27,40.22,8.81E+12
West Kimmouth,08-02-19 21:11,27.93,6.52E+11
East Marymouth,21-02-19 19:36,41.21,2.45E+12
Grayville,13-02-19 6:07,48.59,4.96E+12
New Olivia,05-03-19 22:01,19.21,8.46E+12
North Timothy,29-04-19 23:10,29.39,6.61E+12
East Kentstad,26-01-19 4:48,39.19,9.31E+12
East Danielview,19-04-19 10:36,28.28,1.49E+11
Veronicaberg,05-02-19 20:42,46.91,3.27E+12
West Hannah,06-02-19 20:06,18.33,1.40E+12
West Hannah,16-02-19 20:00,20.35,7.96E+12
Port Shane,17-03-19 5:25,20.74,7.23E+12
East Marymouth,06-03-19 14:00,35.95,5.15E+12
Veronicaberg,25-04-19 18:21,24.51,6.53E+12
Lewisland,25-01-19 11:35,44.61,7.56E+12
West Kimmouth,16-03-19 18:10,35.36,6.76E+12
North Timothy,20-04-19 7:06,46.24,2.79E+12
New Olivia,27-01-19 12:15,46.97,3.20E+12
West Hannah,25-03-19 2:14,40.11,4.50E+12
Lake Ann,24-01-19 6:29,32.31,2.99E+12
Myersshire,15-03-19 8:22,15.71,2.81E+12
New Raymond,28-02-19 7:10,17.09,4.63E+12
South Teresa,12-02-19 2:44,33.19,7.58E+11
North Timothy,22-01-19 2:35,48.45,5.70E+12
East Danielview,07-04-19 6:31,18.98,6.29E+12
Lake Scott,30-01-19 2:27,48.78,1.36E+12
Grayville,14-04-19 21:00,49.85,9.37E+12
South Teresa,25-03-19 1:20,17.99,7.61E+12
Lake Robertside,01-04-19 3:17,28.07,1.68E+12
Barronchester,02-03-19 23:36,36.49,4.03E+12
Nicolechester,02-05-19 19:48,23.06,5.83E+12
Lewishaven,15-01-19 15:04,22.44,9.66E+12
Lake Omar,26-02-19 11:53,12.49,4.14E+12
Victoriaport,23-01-19 19:59,27.09,3.33E+11
Williamsonville,19-03-19 8:30,44.85,9.12E+12
South Brenda,03-01-19 21:29,19.99,5.35E+12
New Olivia,25-01-19 12:12,39.12,7.57E+12
New Raymond,03-05-19 8:35,13.36,8.61E+12
West Kimmouth,06-02-19 0:42,13.59,8.84E+12
West Hannah,05-05-19 7:51,36.08,1.87E+12
East Aaronbury,19-04-19 17:18,29.27,7.20E+12
Lewisland,10-03-19 2:11,40.27,6.28E+12
North Timothy,14-01-19 16:59,15.06,1.24E+12
Rodriguezview,15-02-19 10:47,45.4,5.20E+11
North Jeffrey,07-03-19 2:57,29.34,2.59E+12
Josephside,22-02-19 14:39,16.97,1.76E+12
Grayville,03-01-19 13:04,12.6,8.66E+12
West Kimmouth,07-03-19 22:30,29.43,7.68E+12
Davidfurt,26-03-19 4:20,28.69,5.10E+12
South Brenda,16-01-19 3:08,20.27,3.32E+12
North Timothy,17-01-19 20:12,40.87,1506044208
North Richardhaven,14-03-19 0:49,13.09,5.41E+12
New Raymond,17-03-19 4:31,18.09,5.03E+12
North Jeffrey,28-02-19 5:55,46.4,7.55E+12
Lake Scott,18-02-19 1:12,38.47,1.40E+12
Colemanland,01-01-19 0:46,47.74,2.22E+12
Lake Robertside,27-03-19 8:12,29.07,2.04E+12
West Hannah,27-01-19 19:15,22.42,3.20E+12
Bethanyland,11-02-19 17:43,23.06,4.37E+12
Bethanyland,03-05-19 4:50,40.85,6.70E+12
New Olivia,10-04-19 6:25,30.41,7.89E+12
North Timothy,25-02-19 0:01,22.27,8.60E+12
West Kimmouth,17-01-19 9:19,24.22,8.38E+12
Lewishaven,02-03-19 7:48,33.22,8.10E+11
Grayville,18-02-19 10:30,12.55,1.00E+12
East Marymouth,04-05-19 23:18,39.07,4.46E+12
Davidfurt,15-03-19 5:02,48.34,2.41E+12
Sotoville,01-01-19 2:07,24.07,7.83E+12
Mezachester,29-04-19 16:20,28.43,7.29E+12
Veronicaberg,20-01-19 5:00,22.02,4.11E+12
Lewishaven,02-01-19 17:52,20.68,8.84E+12
Josephside,19-03-19 17:33,37.42,6.76E+12
West Kimmouth,05-04-19 11:36,28.07,3.87E+12
New Raymond,06-03-19 17:11,15.53,6.12E+12
Barronchester,07-04-19 14:43,21.95,9.36E+12
South Teresa,24-02-19 16:51,48.8,8.24E+12
Lake Robertside,14-01-19 19:24,21.46,2.93E+12
Josephside,07-02-19 20:52,15.98,6.79E+12
West Hannah,17-02-19 17:21,12.6,2.73E+12
South Brenda,23-03-19 2:01,40.53,2.62E+12
Williamsonville,19-02-19 7:48,22.23,1.78E+12
New Raymond,07-01-19 10:02,28.74,4.25E+12
Brandonfort,11-01-19 16:25,37.35,8.70E+12
Colemanland,21-02-19 22:04,30.97,4.05E+12
South Teresa,19-04-19 20:01,34.93,9.23E+12
Myersshire,25-03-19 8:26,18.16,2.36E+12
East Danielview,02-03-19 2:47,14.32,2.11E+12
West Hannah,23-04-19 4:56,47.08,6.28E+12
Nicolechester,07-01-19 10:41,27.44,1.92E+12
Barronchester,18-02-19 18:35,42.32,3.49E+12
North Timothy,07-05-19 14:00,26.3,4.91E+12
East Aaronbury,08-04-19 18:59,21.29,6.31E+11
Bethanyland,26-03-19 18:27,24.27,7.25E+12
East Danielview,03-05-19 18:09,48.24,3.33E+12
New Olivia,03-01-19 9:58,38.31,93262977180
Rodriguezview,09-01-19 11:55,29.19,38504866921
Victoriaport,27-02-19 17:13,44.91,6.93E+12
North Jeffrey,23-01-19 23:42,27.11,6.33E+12
New Olivia,06-02-19 20:39,13.03,1.38E+12
East Danielview,28-02-19 20:26,42.71,2.32E+12
Bethanyland,18-02-19 9:31,38.8,9.38E+12
Colemanland,01-02-19 20:59,16.11,7.60E+12
Grayville,26-02-19 12:59,12.64,5.44E+11
Nicolechester,14-03-19 1:22,47.93,4.42E+12
Bethanyland,03-02-19 5:47,22.82,9.68E+12
Nicolechester,12-01-19 22:48,30.79,9.52E+12
Port Shane,24-04-19 10:06,45.92,5.39E+12
Brandonfort,03-05-19 2:01,41.62,3.18E+12
West Kimmouth,15-04-19 19:22,27.16,8.18E+12
Williamsonville,30-01-19 5:20,36.81,8.09E+12
Josephside,02-04-19 12:23,49.33,4.83E+11
Josephside,17-02-19 23:01,38.24,1.25E+12
Mezachester,01-04-19 0:02,24.4,8.96E+12
Josephside,18-01-19 10:21,14.75,6.14E+12
North Richardhaven,04-04-19 21:05,23.79,1.15E+12
Bethanyland,08-02-19 19:50,28.27,5.52E+12
Lake Scott,24-01-19 19:21,47.83,6.81E+12
East Danielview,19-02-19 4:44,31.72,7.45E+12
East Aaronbury,24-02-19 16:37,36.88,9.78E+12
Sotoville,28-03-19 19:16,34.03,4.00E+12
Lewishaven,18-01-19 4:09,32.13,2.82E+12
Josephside,01-04-19 3:46,23.73,6.12E+12
Nicolechester,04-02-19 9:41,49.21,4.28E+12
Josephside,07-03-19 2:22,39.17,6.54E+12
East Kentstad,07-05-19 13:29,38.74,41356844955
Colemanland,28-02-19 21:02,35.07,8.31E+12
Lewishaven,22-02-19 14:40,20.35,3.26E+12
Lake Robertside,02-04-19 8:53,21.31,4.63E+12
Lake Scott,16-03-19 23:48,28.99,6.20E+12
Josephside,02-05-19 15:30,21.33,6.70E+12
South Brenda,19-02-19 18:08,45.55,1.09E+12
Williamsonville,14-01-19 7:33,40.72,7.26E+12
Colemanland,26-02-19 17:44,32.7,7.02E+12
New Olivia,19-03-19 0:04,33.43,2.16E+12
Lake Robertside,12-03-19 6:05,31.23,3.35E+12
Rodriguezview,01-05-19 9:45,26.92,1.69E+12
Brandonfort,26-03-19 19:35,19.22,8.66E+12
Victoriaport,24-02-19 7:58,45.66,3.82E+12
North Richardhaven,20-01-19 5:13,20.89,6.07E+12
Colemanland,29-04-19 7:09,34.77,3.00E+11
Williamsonville,04-04-19 3:48,18.77,7.55E+12
Barronchester,06-03-19 6:36,46.07,4.55E+12
Lewisland,27-02-19 18:56,36.26,6.39E+12
New Raymond,07-03-19 17:57,26.55,6.93E+12
South Brenda,01-01-19 12:32,25.56,2.61E+12
South Brenda,21-03-19 22:45,49.59,3.89E+12
North Timothy,14-04-19 18:06,41.17,2.44E+12
East Marymouth,06-05-19 22:39,34.12,9.22E+12
Barronchester,26-03-19 18:27,30.32,1.78E+12
Mezachester,16-02-19 17:34,29.25,9.84E+12
East Kentstad,19-04-19 14:47,44.82,7.50E+11
East Marymouth,11-01-19 2:12,12.21,56113993388
East Marymouth,04-02-19 19:03,31.44,9.31E+12
New Olivia,03-02-19 8:51,42.89,7.78E+12
North Jeffrey,09-04-19 20:40,21.2,8.49E+12
North Richardhaven,19-01-19 3:13,41.94,4.58E+12
Lake Scott,05-05-19 5:58,18.48,7.99E+12
West Kimmouth,01-05-19 9:07,23.69,1.25E+12
Lewisland,21-02-19 23:06,23.3,7.50E+12
Mezachester,13-01-19 15:21,23.83,5.27E+12
Williamsonville,07-05-19 19:45,26.11,2.82E+12
East Marymouth,04-04-19 10:59,23.38,8.03E+12
Veronicaberg,07-05-19 13:31,42.48,3.34E+12
Lewisland,28-03-19 1:32,43.77,7.96E+12
Lewisland,06-02-19 20:33,33.22,5.53E+12
Josephside,24-02-19 3:58,40.92,1.75E+11
Bethanyland,17-03-19 20:29,44.81,4.17E+12
North Richardhaven,07-02-19 0:21,12.58,1.43E+12
West Kimmouth,09-03-19 2:23,35.3,5.04E+12
Lake Robertside,14-03-19 19:44,35.79,8.74E+12
New Shannonberg,18-02-19 11:25,21.66,8.77E+12
North Jeffrey,14-01-19 8:29,25.02,4.72E+12
Nicolechester,08-01-19 19:26,26.16,8.90E+11
Williamsonville,06-03-19 3:55,25.69,8.76E+11
Colemanland,23-04-19 17:09,16.1,3.63E+12
West Hannah,02-04-19 16:29,33.41,3.06E+11
South Brenda,16-01-19 13:20,47.66,4.36E+12
Grayville,05-03-19 12:31,14.15,3.50E+12
Port Shane,28-01-19 15:34,45.7,5.72E+12
Veronicaberg,09-02-19 6:55,26.39,1.33E+12
North Jeffrey,18-02-19 20:41,35.03,4.48E+12
Nicolechester,10-02-19 16:40,37.22,3.46E+12
Grayville,20-03-19 5:36,35.34,3.55E+12
West Kimmouth,29-03-19 4:50,34.84,1.77E+12
New Raymond,08-04-19 14:44,46.37,2.49E+11
West Kimmouth,09-01-19 19:41,19.77,6.84E+11
Brandonfort,10-01-19 11:10,40.2,9.84E+12
Victoriaport,26-01-19 8:07,23.94,4.20E+12
Port Shane,06-04-19 11:22,43.21,1.91E+12
Brandonfort,13-03-19 23:19,21.62,9.84E+12
North Jeffrey,10-01-19 19:17,33.85,8.09E+12
New Shannonberg,20-04-19 10:09,46.8,5.92E+11
Barronchester,20-03-19 18:52,35.09,4.84E+12
Josephside,26-04-19 2:02,27.2,3.03E+12
Rodriguezview,05-05-19 20:48,25.19,5.11E+12
South Teresa,26-03-19 8:11,37.29,8.50E+11
Port Shane,15-01-19 18:16,33.95,5.36E+12
New Shannonberg,02-05-19 11:40,13.08,5.65E+12
Rodriguezview,24-04-19 8:08,18.22,6.27E+12
Lake Ann,16-02-19 7:08,39.8,1.71E+12
Myersshire,15-04-19 0:07,32.13,6.92E+12
Colemanland,22-04-19 7:16,31.43,8.43E+12
Veronicaberg,11-01-19 16:25,31.26,8.82E+12
Lewishaven,20-01-19 12:47,35,5.77E+12
South Brenda,04-03-19 1:04,16.6,2.24E+12
East Marymouth,23-01-19 6:04,24.91,6.00E+12
Rodriguezview,28-04-19 0:56,26.61,4.84E+12
Grayville,07-01-19 20:09,34.62,8.24E+12
Nicolechester,08-03-19 15:28,31.71,5.16E+12
Lake Scott,02-05-19 19:14,35.54,8.22E+12
Rodriguezview,12-01-19 2:10,26.41,8.99E+11
South Teresa,01-03-19 13:10,34.24,2.69E+12
Lake Scott,24-01-19 8:27,23.8,8.23E+12
South Brenda,28-01-19 11:55,30.98,6.00E+12
South Brenda,05-01-19 14:49,47.38,2.89E+12
Josephside,03-02-19 14:48,43.39,7.79E+12
Myersshire,20-04-19 4:56,37.15,4.25E+12
